candidate_id,week_id,season,region_type,weather_summary,weekly_condition,avg_temp,rainy_days,outdoor_friendly_days,bad_air_days,mission_title,mission_description,mission_type,is_outdoor,is_group,difficulty,bonus_points,proof_type,novelty_score,safety_score,feasibility_score,participation_score,overall_score,approve_label
HM_0017,2026-W05,fall,park_area,outdoor_good / rainy_days=4 / outdoor_days=4,outdoor_good,18.5,4,4,4,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,1,100,photo,4,3,3,4,4,1
HM_0018,2026-W06,spring,residential,indoor_preferred / rainy_days=0 / outdoor_days=5,indoor_preferred,14.0,0,5,0,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,60,group_photo,4,5,5,4,4,1
HM_0019,2026-W07,summer,school_area,hot_week / rainy_days=0 / outdoor_days=1,hot_week,30.5,0,1,3,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,1,100,photo,5,3,3,3,4,1
HM_0020,2026-W08,summer,school_area,outdoor_good / rainy_days=5 / outdoor_days=3,outdoor_good,27.7,5,3,4,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,5,70,group_photo,3,3,2,2,2,0
HM_0021,2026-W09,summer,school_area,outdoor_good / rainy_days=1 / outdoor_days=6,outdoor_good,31.4,1,6,2,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,5,80,short_text,2,5,4,2,3,0
HM_0022,2026-W10,spring,mixed_commercial,mixed / rainy_days=1 / outdoor_days=6,mixed,10.4,1,6,3,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,5,50,photo,3,4,3,3,3,0
HM_0023,2026-W11,summer,residential,mixed / rainy_days=0 / outdoor_days=3,mixed,25.5,0,3,1,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,3,100,short_text,3,5,5,4,4,1
HM_0024,2026-W12,summer,park_area,indoor_preferred / rainy_days=3 / outdoor_days=7,indoor_preferred,24.2,3,7,1,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,1,80,photo,5,5,5,4,5,1
HM_0025,2026-W01,summer,park_area,hot_week / rainy_days=5 / outdoor_days=2,hot_week,32.2,5,2,3,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,1,70,short_text,5,5,5,4,5,1
HM_0026,2026-W02,fall,residential,outdoor_good / rainy_days=0 / outdoor_days=1,outdoor_good,16.1,0,1,4,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,80,group_photo,2,5,5,3,4,1
HM_0027,2026-W03,winter,park_area,mixed / rainy_days=5 / outdoor_days=6,mixed,5.5,5,6,1,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,1,70,group_photo,4,5,5,4,4,1
HM_0028,2026-W04,spring,school_area,cold_week / rainy_days=1 / outdoor_days=2,cold_week,13.1,1,2,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,100,short_text,5,5,4,3,4,1
HM_0029,2026-W05,spring,school_area,mixed / rainy_days=3 / outdoor_days=4,mixed,12.1,3,4,1,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,2,50,short_text,5,4,4,4,4,1
HM_0030,2026-W06,spring,park_area,mixed / rainy_days=3 / outdoor_days=5,mixed,12.2,3,5,0,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,5,60,group_photo,5,5,4,2,4,1
HM_0031,2026-W07,winter,mixed_commercial,indoor_preferred / rainy_days=0 / outdoor_days=7,indoor_preferred,6.2,0,7,3,이번 주 히든 미션: 분리수거 실천,이번 주 안에 올바른 분리수거를 실천하고 사진과 짧은 설명을 남겨주세요.,recycling,0,0,5,80,photo,3,5,4,3,4,1
HM_0032,2026-W08,spring,mixed_commercial,indoor_preferred / rainy_days=3 / outdoor_days=5,indoor_preferred,18.0,3,5,4,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,2,80,short_text,4,5,5,4,4,1
HM_0033,2026-W09,summer,school_area,cold_week / rainy_days=1 / outdoor_days=3,cold_week,26.4,1,3,2,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,2,60,photo,5,5,5,4,5,1
HM_0034,2026-W10,summer,park_area,outdoor_good / rainy_days=3 / outdoor_days=4,outdoor_good,27.3,3,4,4,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,4,50,short_text,5,2,1,2,2,0
HM_0035,2026-W11,winter,mixed_commercial,cold_week / rainy_days=1 / outdoor_days=3,cold_week,-2.1,1,3,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,4,70,group_photo,5,5,4,3,4,1
HM_0036,2026-W12,summer,mixed_commercial,indoor_preferred / rainy_days=5 / outdoor_days=1,indoor_preferred,29.3,5,1,0,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,4,60,photo,4,5,4,3,4,1
HM_0037,2026-W01,winter,school_area,indoor_preferred / rainy_days=3 / outdoor_days=3,indoor_preferred,-1.4,3,3,0,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,50,short_text,3,5,4,3,4,1
HM_0038,2026-W02,spring,residential,outdoor_good / rainy_days=1 / outdoor_days=4,outdoor_good,19.5,1,4,0,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,4,70,short_text,4,4,3,3,4,1
HM_0039,2026-W03,spring,park_area,mixed / rainy_days=3 / outdoor_days=4,mixed,11.1,3,4,1,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,1,70,group_photo,4,4,4,4,4,1
HM_0040,2026-W04,spring,school_area,cold_week / rainy_days=3 / outdoor_days=7,cold_week,14.3,3,7,3,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,3,80,group_photo,5,1,1,3,2,0
HM_0041,2026-W05,winter,park_area,cold_week / rainy_days=3 / outdoor_days=4,cold_week,2.0,3,4,3,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,3,60,photo,5,3,3,4,4,1
HM_0042,2026-W06,winter,park_area,hot_week / rainy_days=2 / outdoor_days=2,hot_week,1.4,2,2,3,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,3,70,short_text,4,5,5,3,4,1
HM_0043,2026-W07,spring,park_area,outdoor_good / rainy_days=3 / outdoor_days=6,outdoor_good,12.4,3,6,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,1,70,photo,5,5,5,3,4,1
HM_0044,2026-W08,summer,school_area,cold_week / rainy_days=4 / outdoor_days=3,cold_week,29.5,4,3,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,70,photo,2,5,5,4,4,1
HM_0045,2026-W09,summer,school_area,outdoor_good / rainy_days=5 / outdoor_days=4,outdoor_good,33.5,5,4,2,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,1,60,short_text,4,3,3,4,4,1
HM_0046,2026-W10,fall,park_area,mixed / rainy_days=4 / outdoor_days=3,mixed,11.8,4,3,1,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,1,100,short_text,5,5,5,3,4,1
HM_0047,2026-W11,winter,mixed_commercial,mixed / rainy_days=0 / outdoor_days=4,mixed,1.2,0,4,3,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,2,60,group_photo,5,2,2,2,3,0
HM_0048,2026-W12,spring,park_area,outdoor_good / rainy_days=4 / outdoor_days=4,outdoor_good,15.6,4,4,3,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,5,80,short_text,2,5,4,2,3,0
HM_0049,2026-W01,spring,park_area,indoor_preferred / rainy_days=1 / outdoor_days=1,indoor_preferred,12.6,1,1,3,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,50,photo,4,5,5,4,4,1
HM_0050,2026-W02,fall,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=7,outdoor_good,19.0,5,7,1,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,60,group_photo,3,5,4,2,4,1
HM_0051,2026-W03,fall,park_area,outdoor_good / rainy_days=2 / outdoor_days=4,outdoor_good,16.3,2,4,0,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,4,70,group_photo,5,5,4,2,4,1
HM_0052,2026-W04,winter,residential,cold_week / rainy_days=0 / outdoor_days=2,cold_week,-1.7,0,2,4,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,3,100,photo,4,3,3,3,3,0
HM_0053,2026-W05,winter,mixed_commercial,mixed / rainy_days=0 / outdoor_days=4,mixed,1.4,0,4,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,50,photo,4,5,5,3,4,1
HM_0054,2026-W06,winter,mixed_commercial,mixed / rainy_days=0 / outdoor_days=3,mixed,-4.5,0,3,2,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,4,100,photo,5,5,4,3,4,1
HM_0055,2026-W07,winter,residential,indoor_preferred / rainy_days=0 / outdoor_days=2,indoor_preferred,0.7,0,2,2,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,3,80,group_photo,5,3,3,3,4,1
HM_0056,2026-W08,spring,residential,cold_week / rainy_days=3 / outdoor_days=1,cold_week,18.0,3,1,1,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,1,60,short_text,5,3,3,3,4,1
HM_0057,2026-W09,fall,mixed_commercial,hot_week / rainy_days=4 / outdoor_days=5,hot_week,15.7,4,5,1,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,4,70,group_photo,5,2,1,2,2,0
HM_0058,2026-W10,spring,school_area,mixed / rainy_days=3 / outdoor_days=5,mixed,18.4,3,5,3,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,5,100,short_text,5,5,4,3,4,1
HM_0059,2026-W11,fall,park_area,indoor_preferred / rainy_days=5 / outdoor_days=4,indoor_preferred,18.9,5,4,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,4,50,photo,4,5,4,3,4,1
HM_0060,2026-W12,spring,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=2,outdoor_good,15.3,5,2,0,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,3,100,group_photo,5,5,5,3,4,1
HM_0061,2026-W01,spring,school_area,cold_week / rainy_days=4 / outdoor_days=1,cold_week,13.8,4,1,4,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,3,60,group_photo,4,1,1,3,2,0
HM_0062,2026-W02,winter,residential,outdoor_good / rainy_days=0 / outdoor_days=3,outdoor_good,-4.4,0,3,2,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,2,60,group_photo,5,5,5,4,5,1
HM_0063,2026-W03,summer,park_area,indoor_preferred / rainy_days=4 / outdoor_days=2,indoor_preferred,32.7,4,2,1,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,4,70,group_photo,2,5,4,3,4,1
HM_0064,2026-W04,winter,school_area,cold_week / rainy_days=5 / outdoor_days=4,cold_week,2.6,5,4,2,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,2,80,short_text,2,5,5,4,4,1
HM_0065,2026-W05,summer,mixed_commercial,cold_week / rainy_days=5 / outdoor_days=4,cold_week,27.0,5,4,2,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,5,80,short_text,5,2,1,2,2,0
HM_0066,2026-W06,fall,park_area,indoor_preferred / rainy_days=1 / outdoor_days=6,indoor_preferred,18.1,1,6,0,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,4,50,group_photo,5,2,1,2,2,0
HM_0067,2026-W07,summer,residential,mixed / rainy_days=2 / outdoor_days=5,mixed,28.2,2,5,4,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,3,80,short_text,4,5,5,4,4,1
HM_0068,2026-W08,spring,mixed_commercial,outdoor_good / rainy_days=3 / outdoor_days=7,outdoor_good,11.4,3,7,4,이번 주 히든 미션: 이웃 배려 행동,이번 주 안에 이웃을 배려한 작은 행동을 실천하고 후기를 남겨주세요.,kindness_action,0,0,4,50,short_text,2,5,4,3,4,1
HM_0069,2026-W09,winter,school_area,mixed / rainy_days=1 / outdoor_days=4,mixed,-3.6,1,4,0,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,5,60,group_photo,3,4,3,3,3,0
HM_0070,2026-W10,winter,school_area,hot_week / rainy_days=0 / outdoor_days=1,hot_week,7.9,0,1,1,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,4,80,short_text,5,3,2,2,3,0
HM_0071,2026-W11,summer,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=3,outdoor_good,30.2,5,3,1,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,2,70,photo,4,5,5,3,4,1
HM_0072,2026-W12,fall,residential,hot_week / rainy_days=0 / outdoor_days=6,hot_week,21.3,0,6,1,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,1,70,photo,4,3,3,4,4,1
HM_0073,2026-W01,summer,residential,cold_week / rainy_days=1 / outdoor_days=7,cold_week,26.2,1,7,4,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,2,60,group_photo,5,1,1,2,2,0
HM_0074,2026-W02,summer,residential,outdoor_good / rainy_days=0 / outdoor_days=2,outdoor_good,27.6,0,2,2,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,4,100,photo,4,4,3,2,3,0
HM_0075,2026-W03,winter,mixed_commercial,mixed / rainy_days=0 / outdoor_days=6,mixed,7.3,0,6,4,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,1,50,short_text,5,5,5,4,5,1
HM_0076,2026-W04,winter,residential,hot_week / rainy_days=1 / outdoor_days=1,hot_week,-0.8,1,1,1,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,4,100,group_photo,4,5,4,3,4,1
HM_0077,2026-W05,winter,mixed_commercial,outdoor_good / rainy_days=4 / outdoor_days=6,outdoor_good,6.4,4,6,1,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,2,80,short_text,5,5,5,3,4,1
HM_0078,2026-W06,winter,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=4,outdoor_good,7.4,5,4,0,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,1,80,photo,5,3,3,3,4,1
HM_0079,2026-W07,summer,residential,cold_week / rainy_days=5 / outdoor_days=7,cold_week,29.6,5,7,3,이번 주 히든 미션: 공원 정리 미션,공원이나 산책로 주변을 정리하고 단체 인증 사진을 올려주세요.,group_cleanup,1,1,5,70,short_text,4,1,1,1,2,0
HM_0080,2026-W08,summer,park_area,hot_week / rainy_days=2 / outdoor_days=5,hot_week,25.1,2,5,1,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,5,70,photo,3,5,4,3,4,1
HM_0081,2026-W09,fall,school_area,mixed / rainy_days=0 / outdoor_days=2,mixed,10.0,0,2,0,이번 주 히든 미션: 동네 플로깅 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 쓰레기 5개 이상을 줍고 인증하세요.,group_cleanup,1,1,4,80,short_text,5,4,3,3,4,1
HM_0082,2026-W10,summer,school_area,mixed / rainy_days=0 / outdoor_days=2,mixed,31.8,0,2,1,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,1,70,short_text,5,4,4,3,4,1
HM_0083,2026-W11,winter,mixed_commercial,hot_week / rainy_days=2 / outdoor_days=6,hot_week,0.6,2,6,4,이번 주 히든 미션: 에너지 세이브,사용하지 않는 전등과 멀티탭을 끄고 절전 인증을 남겨주세요.,energy_saving,0,0,1,60,short_text,2,5,5,4,4,1
HM_0084,2026-W12,spring,park_area,mixed / rainy_days=0 / outdoor_days=1,mixed,19.5,0,1,3,이번 주 히든 미션: 절전 챌린지,이번 주 안에 집이나 공동공간에서 전기 절약 행동을 실천하고 인증해보세요.,energy_saving,0,0,2,80,group_photo,3,5,5,3,4,1
HM_0085,2026-W01,fall,residential,hot_week / rainy_days=2 / outdoor_days=5,hot_week,8.3,2,5,3,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,4,70,photo,5,3,2,3,3,0
HM_0086,2026-W02,spring,school_area,indoor_preferred / rainy_days=0 / outdoor_days=4,indoor_preferred,18.0,0,4,0,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,5,80,group_photo,2,5,4,3,4,1
HM_0087,2026-W03,winter,school_area,mixed / rainy_days=4 / outdoor_days=5,mixed,3.2,4,5,1,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,2,60,photo,3,5,5,4,4,1
HM_0088,2026-W04,fall,park_area,indoor_preferred / rainy_days=5 / outdoor_days=4,indoor_preferred,17.2,5,4,3,이번 주 히든 미션: 동네 산책 미션,가까운 길을 함께 산책하고 짧은 소감을 남겨주세요.,group_walk,1,1,5,100,short_text,5,2,1,3,3,0
HM_0089,2026-W05,summer,mixed_commercial,outdoor_good / rainy_days=2 / outdoor_days=5,outdoor_good,30.3,2,5,0,이번 주 히든 미션: 따뜻한 한마디,동네 사람이나 팀원에게 응원과 배려를 실천하고 인증하세요.,kindness_action,0,0,4,50,photo,4,5,4,3,4,1
HM_0090,2026-W06,fall,residential,outdoor_good / rainy_days=5 / outdoor_days=1,outdoor_good,14.5,5,1,3,이번 주 히든 미션: 함께 걷기 챌린지,이번 주 안에 팀원과 함께 동네를 걸으며 건강과 대화를 챙겨보세요.,group_walk,1,1,3,100,short_text,4,3,3,3,3,0
HM_0091,2026-W07,spring,mixed_commercial,outdoor_good / rainy_days=5 / outdoor_days=2,outdoor_good,18.1,5,2,0,이번 주 히든 미션: 재활용 점검,집이나 공동공간에서 재활용 가능한 물품을 구분해 인증하세요.,recycling,0,0,4,100,group_photo,3,5,4,2,4,1
